31 
14, 9
19, 100
10, 17
40, 77
14, 19
52, 97
53, 11
58, 74
3, 13
32, 18
38, 92
74, 86
58, 34
48, 79
41, 70
60, 73
48, 21
71, 51
80, 69
91, 60
88, 100
90, 48
93, 38
25, 68
84, 2
13, 14
9, 72
87, 72
64, 38
60, 93
27, 31
33, 2
45, 63
64, 19
8, 74
78, 13
58, 55
8, 38
13, 57
10, 45
12, 65
37, 20
51, 30
51, 19
4, 58
22, 60
44, 16
70, 70
55, 71
20, 82
62, 87
43, 7
18, 40
83, 44
20, 54
65, 53
30, 31
34, 77
25, 85
26, 12
71, 88
47, 48
55, 94
49, 6
37, 87
44, 35
3, 91
53, 73
94, 16
41, 89
22, 88
72, 96
32, 18
45, 2
83, 82
95, 11
3, 40
45, 9
7, 73
51, 94
54, 9
93, 82
1, 68
2, 20
52, 67
3, 17
57, 34
76, 59
40, 79
99, 35
14, 5
67, 49
38, 91
59, 96
68, 34
41, 82
69, 10
2, 1
54, 2
51, 90
29, 97
72, 2
96, 87
80, 36
33, 54
98, 80
71, 25
73, 24
56, 3
81, 63
74, 62
47, 87
78, 60
6, 30
72, 14
77, 97
71, 15
51, 4
87, 56
91, 10
28, 12
96, 81
84, 98
98, 48
58, 91
70, 25
68, 44
3, 71
23, 48
52, 89
76, 52
63, 72
40, 65
98, 24
19, 51
92, 50
98, 60
30, 69
91, 83
47, 60
16, 97
19, 51
95, 3
23, 80
74, 95
63, 7
64, 6
94, 86
78, 52
38, 46
28, 13
51, 33
47, 92
50, 59
29, 84
12, 74
4, 17
28, 37
93, 38
48, 35
84, 45
68, 87
77, 57
26, 65
2, 42
48, 84
28, 27
58, 11
46, 88
69, 76
12, 47
29, 55
28, 23
44, 95
31, 12
27, 44
9, 91
72, 16
53, 49
46, 39
79, 40
83, 19
16, 56
37, 94
17, 69
54, 95
46, 39
4, 98
89, 41
55, 3
46, 9
76, 97
72, 43
6, 5
14, 33
65, 70
77, 77
100, 30
90, 23
62, 45
74, 6
47, 38
17, 18
59, 54
50, 61
4, 21
75, 48
15, 67
94, 88
90, 51
34, 100
92, 48
15, 19
79, 8
72, 19
95, 39
6, 64
74, 79
78, 31
17, 66
54, 49
79, 70
81, 85
6, 30
69, 28
21, 24
78, 91
45, 35
18, 46
64, 96
99, 31
16, 57
68, 92
23, 55
93, 44
42, 50
93, 4
84, 73
68, 9
91, 62
18, 71
89, 75
45, 69
88, 1
21, 57
25, 85
65, 1
49, 66
76, 17
9, 86
1, 96
63, 78
36, 5
25, 53
85, 74
32, 2
46, 17
42, 25
59, 97
84, 90
47, 29
95, 21
2, 77
16, 22
19, 37
12, 21
49, 31
13, 13
62, 11
67, 80
56, 89
45, 18
39, 84
25, 96
33, 16
36, 90
53, 73
32, 50
10, 97
53, 34
45, 68
90, 58
95, 90
28, 62
98, 12
28, 93
52, 57
47, 81
17, 49
55, 65
22, 50
8, 57
37, 66
59, 73
70, 32
37, 4
56, 10
5, 10
17, 80
11, 33
94, 30
37, 51
92, 23
65, 86
80, 98
80, 25
79, 87
69, 9
46, 12
18, 12
96, 52
5, 55
98, 53
27, 80
30, 54
41, 64
44, 17
67, 48
10, 54
22, 80
100, 77
32, 44
53, 67
60, 67
16, 61
59, 15
7, 60
85, 79
75, 90
13, 21
50, 6
82, 47
17, 99
93, 63
47, 14
11, 24
36, 94
52, 100
92, 65
8, 32
33, 79
47, 96
68, 53
69, 79
2, 27
10, 69
55, 58
10, 57
4, 72
31, 23
4, 51
99, 47
53, 27
92, 30
11, 70
18, 90
17, 1
63, 98
3, 35
80, 38
82, 71
18, 27
39, 5
29, 31
17, 11
43, 66
96, 76
60, 39
59, 41
100, 85
46, 75
39, 48
34, 100
45, 77
54, 54
98, 58
45, 12
57, 46
88, 69
44, 5
38, 64
78, 52
46, 50
8, 24
69, 64
96, 15
68, 48
89, 25
76, 20
47, 8
86, 84
5, 22
46, 70
86, 57
34, 17
55, 73
61, 39
77, 66
19, 44
41, 71
56, 9
96, 8
46, 61
87, 71
51, 24
42, 85
50, 38
68, 12
30, 32
33, 13
23, 97
55, 27
27, 8
12, 54
35, 30
23, 53
43, 79
8, 2
8, 27
12, 83
18, 4
76, 6
53, 28
53, 96
88, 24
43, 82
95, 66
9, 71
18, 27
84, 28
47, 89
27, 38
41, 48
91, 41
28, 72
84, 66
8, 64
73, 66
12, 14
95, 53
1, 4
5, 46
21, 45
29, 72
19, 15
25, 65
7, 6
82, 5
95, 62
96, 23
33, 74
92, 96
90, 70
82, 56
10, 4
56, 14
40, 25
39, 16
66, 42
30, 99
3, 22
4, 1
45, 85
57, 97
91, 75
55, 29
29, 99
1, 96
91, 77
6, 59
27, 50
34, 96
24, 23
95, 51
38, 97
98, 11
29, 85
67, 28
7, 20
91, 63
5, 46
50, 32
82, 25
14, 67
71, 17
77, 38
21, 36
51, 4
87, 65
90, 100
47, 99
11, 75
83, 33
69, 76
63, 37
11, 13
1, 53
79, 9
74, 12
16, 98
5, 73
92, 44
95, 35
84, 6
16, 99
3, 76
74, 70
39, 97
85, 100
31, 26
85, 83
11, 26
100, 36
81, 36
26, 50
55, 27
52, 30
77, 25
58, 98
73, 3
35, 19
54, 86
74, 17
49, 86
5, 26
14, 34
15, 47
47, 66
75, 91
72, 30
25, 94
66, 4
64, 65
68, 80
60, 49
99, 26
10, 11
90, 52
48, 12
64, 69
58, 81
53, 59
20, 6
47, 27
71, 5
77, 61
54, 81
65, 64
30, 81
21, 66
98, 60
36, 62
56, 18
9, 4
13, 90
26, 51
24, 90
51, 84
90, 37
87, 2
99, 68
5, 52
73, 34
40, 54
43, 61
64, 93
33, 29
85, 73
22, 86
22, 63
47, 44
100, 64
96, 78
80, 88
43, 60
86, 50
5, 68
28, 76
46, 66
44, 87
12, 72
98, 89
50, 99
51, 12
43, 90
96, 37
68, 91
86, 10
24, 22
50, 79
96, 37
16, 30
81, 80
32, 16
82, 64
65, 26
77, 7
54, 37
45, 53
77, 65
65, 27
48, 11
75, 79
56, 35
91, 87
29, 29
93, 73
64, 72
71, 85
33, 8
50, 27
3, 71
59, 85
61, 36
14, 93
27, 4
44, 11
70, 43
75, 64
60, 53
37, 90
61, 74
61, 10
8, 92
6, 96
51, 93
80, 66
39, 89
3, 49
97, 95
63, 74
33, 5
84, 2
25, 67
81, 35
71, 3
35, 41
70, 64
57, 93
2, 75
33, 76
70, 65
45, 46
22, 2
34, 98
69, 62
29, 82
57, 33
38, 92
83, 44
40, 33
91, 4
83, 70
49, 6
41, 41
30, 17
10, 91
42, 93
94, 14
36, 42
73, 66
19, 90
20, 29
24, 88
55, 3
40, 78
81, 95
43, 56
6, 99
31, 22
36, 82
64, 30
5, 30
30, 97
58, 85
73, 68
64, 42
83, 66
56, 59
82, 28
