45, 98
88, 3
66, 76
60, 74
64, 55
67, 27
27, 96
14, 75
25, 52
45, 78
19, 73
96, 86
49, 74
29, 34
95, 20
77, 31
17, 56
35, 87
79, 20
31, 64
93, 50
4, 58
15, 35
4, 66
80, 24
10, 34
24, 4
67, 96
31, 14
43, 43
18, 64
67, 79
36, 81
86, 6
56, 91
88, 7
77, 62
24, 47
57, 56
26, 67
46, 52
33, 4
49, 84
18, 12
78, 39
79, 36
35, 16
20, 36
100, 37
86, 37
20, 67
26, 19
17, 60
24, 18
69, 43
8, 9
20, 87
97, 65
38, 63
65, 38
22, 54
41, 64
66, 29
21, 73
29, 59
81, 19
74, 33
86, 41
84, 37
63, 9
82, 33
97, 62
25, 99
63, 60
48, 14
9, 38
43, 40
96, 65
53, 88
51, 70
85, 93
81, 30
100, 66
16, 43
54, 76
39, 87
14, 85
75, 13
61, 85
41, 93
