17, 94
51, 75
11, 55
66, 99
23, 72
78, 34
47, 71
38, 85
84, 61
70, 97
56, 7
39, 61
21, 41
71, 7
37, 97
18, 95
29, 51
70, 46
55, 68
57, 84
20, 18
25, 80
63, 56
24, 92
91, 2
5, 23
82, 44
93, 38
65, 13
7, 10
5, 69
58, 65
95, 19
14, 95
12, 41
22, 90
18, 7
50, 40
53, 69
68, 7
73, 94
77, 96
62, 50
48, 3
97, 66
51, 32
50, 83
57, 57
16, 76
74, 24
7, 20
31, 80
55, 17
86, 27
49, 21
59, 94
79, 60
18, 95
97, 22
25, 2
70, 58
45, 15
10, 24
78, 2
11, 29
72, 59
14, 92
45, 90
5, 31
14, 95
